loan_id,customer_id,product_id,location_id,application_date_id,approval_date_id,loan_amount_requested,loan_amount_approved,approval_status,rejection_reason,interest_rate,interest_rate_type,loan_term_months,monthly_payment,outstanding_balance,total_paid,is_secured,collateral_type,collateral_value,credit_score_at_application,loan_status,missed_payments_count,days_past_due
194,137,7,35,20220122,20220219.0,32462.62,30893.3,Approved,,8.33,Fixed,60,631.3,21643.86,9249.44,False,,,580,Current,0,0
195,1440,7,50,20230211,20230225.0,35371.12,34829.12,Approved,,10.95,Fixed,60,756.4,28619.17,6209.95,False,,,693,Current,1,30
196,386,7,12,20220908,,29515.99,,Rejected,Incomplete Application,,Fixed,36,,,,False,,,710,,0,0
197,2768,9,19,20231110,,72214.58,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,143031.54,609,,0,0
198,508,8,34,20220312,20220322.0,528871.79,507108.33,Approved,,5.01,Fixed,240,3349.49,434963.93,72144.4,True,Property,678938.18,692,Current,0,0
199,3774,8,17,20230711,20230713.0,918987.17,912564.33,Approved,,4.6,Fixed,240,5822.71,841262.16,71302.17,True,Property,1245920.36,684,Current,1,30
200,4381,7,45,20230527,20230602.0,17604.92,14977.73,Approved,,8.98,Fixed,24,684.12,12425.98,2551.75,False,,,588,Paid Off,0,0
201,1660,9,16,20220118,,192152.85,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,290811.13,708,,0,0
202,4164,9,13,20220628,,85551.86,,Rejected,Insufficient Income,,Variable,0,,,,True,Property,155119.96,724,,0,0
203,378,7,34,20230223,20230306.0,27882.96,27085.98,Approved,,4.57,Fixed,24,1183.09,20576.97,6509.01,False,,,766,Current,0,0
204,2588,8,26,20230322,20230420.0,949955.8,898052.89,Approved,,5.38,Fixed,300,5450.66,730708.76,167344.13,True,Property,1319133.13,764,Current,0,0
205,1880,8,47,20231207,20231214.0,718316.93,689952.21,Approved,,4.41,Fixed,240,4331.53,583258.22,106693.99,True,Property,927706.13,569,Current,0,0
206,2978,9,37,20230820,20230916.0,88801.93,83746.54,Approved,,6.2,Variable,0,,62417.18,21329.36,True,Property,182930.23,604,Current,2,60
207,4665,8,27,20221120,20221201.0,722551.62,650902.74,Approved,,6.64,Fixed,240,4906.75,461849.33,189053.41,True,Property,930777.91,721,Current,0,0
208,1748,9,31,20230410,20230418.0,158369.72,150404.85,Approved,,4.8,Variable,0,,110654.71,39750.14,True,Property,316623.99,721,Delinquent,0,0
209,414,7,15,20230313,,7384.19,,Rejected,Insufficient Income,,Fixed,24,,,,False,,,721,,0,0
210,1186,9,33,20230614,20230625.0,284964.93,253304.95,Approved,,4.35,Variable,0,,183884.24,69420.71,True,Property,614374.96,900,Current,0,0
211,3125,8,9,20231213,20231221.0,840427.59,782228.4,Approved,,7.23,Fixed,240,6173.07,645037.1,137191.3,True,Property,1193458.17,725,Current,0,0
212,4071,9,9,20230823,,76081.82,,Rejected,Employment History,,Variable,0,,,,True,Property,177056.79,770,,0,0
213,2442,8,6,20220729,20220729.0,750570.96,736520.04,Approved,,4.97,Fixed,300,4292.76,712872.98,23647.06,True,Property,1011076.04,756,Current,0,0
214,103,9,22,20220802,,107678.67,,Pending,,,Variable,0,,,,True,Property,235803.64,732,,0,0
215,2711,7,38,20230827,20230908.0,15589.87,15382.21,Approved,,7.11,Fixed,60,305.39,11059.66,4322.55,False,,,654,Current,1,30
216,3617,9,8,20220919,20221013.0,88382.24,78697.23,Approved,,6.27,Variable,0,,62854.47,15842.76,True,Property,146556.06,740,Defaulted,0,0
217,21,7,6,20220317,20220402.0,36729.82,32080.62,Approved,,6.23,Fixed,24,1425.16,25768.7,6311.92,False,,,618,Current,0,0
218,2248,8,5,20230420,,1016122.43,,Rejected,High Debt-to-Income Ratio,,Fixed,240,,,,True,Property,1144176.77,661,,0,0
219,3621,9,49,20230421,20230424.0,225787.03,222312.85,Approved,,6.87,Variable,0,,207118.58,15194.27,True,Property,389272.17,641,Current,0,0
220,4551,7,32,20220926,20221009.0,30529.24,29713.23,Approved,,6.46,Fixed,60,580.82,22164.28,7548.95,False,,,686,Current,2,60
221,1097,9,42,20221015,20221104.0,246867.35,222698.91,Approved,,6.76,Variable,0,,211987.55,10711.36,True,Property,605885.37,865,Current,0,0
222,942,9,37,20221212,20221217.0,238552.34,235160.23,Approved,,5.05,Variable,0,,231963.97,3196.26,True,Property,400290.91,530,Current,0,0
223,996,7,30,20231225,20231227.0,48384.35,41928.73,Approved,,7.5,Fixed,60,840.17,33444.51,8484.22,False,,,734,Delinquent,0,0
224,4723,8,11,20230309,20230328.0,378481.55,321807.22,Approved,,5.09,Fixed,300,1898.17,239896.14,81911.08,True,Property,545732.38,550,Current,0,0
225,2773,7,8,20220409,20220502.0,8650.56,8431.99,Approved,,10.08,Fixed,48,214.18,6612.58,1819.41,False,,,642,Current,2,60
226,1683,8,24,20221029,20221103.0,966778.51,826977.79,Approved,,5.2,Fixed,240,5549.47,761541.52,65436.27,True,Property,1248116.26,767,Current,0,0
227,154,7,7,20221215,20230101.0,5617.15,4946.64,Approved,,6.75,Fixed,36,152.17,4634.51,312.13,False,,,685,Current,0,0
228,4561,8,33,20220113,20220201.0,284870.86,254174.39,Approved,,6.65,Fixed,240,1917.57,223498.93,30675.46,True,Property,326693.0,593,Current,0,0
229,2216,9,17,20221207,20221221.0,146080.54,141635.87,Approved,,6.54,Variable,0,,126043.54,15592.33,True,Property,330867.05,622,Current,0,0
230,2667,8,10,20220201,20220218.0,1056007.48,901397.62,Approved,,7.43,Fixed,240,7223.06,639426.75,261970.87,True,Property,1434421.4,734,Current,0,0
231,2361,8,11,20231215,20231229.0,910773.63,803007.6,Approved,,4.84,Fixed,240,5228.78,764845.04,38162.56,True,Property,1153778.19,621,Current,3,90
232,1600,7,6,20230730,,32508.58,,Rejected,Insufficient Income,,Fixed,24,,,,False,,,697,,0,0
233,2098,8,35,20230903,20230921.0,772996.85,676519.93,Approved,,4.75,Fixed,240,4371.83,516944.4,159575.53,True,Property,1130403.82,683,Current,0,0
234,334,9,14,20230520,20230529.0,227536.86,224635.68,Approved,,4.85,Variable,0,,177041.61,47594.07,True,Property,422251.82,627,Current,0,0
235,613,7,39,20220530,20220606.0,44405.52,41752.94,Approved,,6.82,Fixed,36,1285.78,39952.31,1800.63,False,,,851,Current,0,0
236,1760,7,19,20220904,20220906.0,7697.19,6922.59,Approved,,9.94,Fixed,24,319.25,6537.63,384.96,False,,,730,Delinquent,0,0
237,4612,8,1,20230505,20230514.0,992894.35,855814.7,Approved,,4.24,Fixed,300,4631.48,603406.53,252408.17,True,Property,1220687.18,517,Current,0,0
238,1729,9,21,20220428,20220516.0,91188.29,82995.23,Approved,,4.23,Variable,0,,73183.79,9811.44,True,Property,179344.45,694,Delinquent,0,0
239,1119,7,46,20220422,20220425.0,7650.21,6877.46,Approved,,11.8,Fixed,36,227.77,4952.34,1925.12,False,,,627,Current,0,0
240,1175,9,31,20220403,20220406.0,60639.98,53392.97,Approved,,6.21,Variable,0,,39373.16,14019.81,True,Property,145410.76,748,Current,2,60
241,1368,7,3,20220928,20221019.0,36572.97,34889.69,Approved,,7.04,Fixed,48,836.12,28934.91,5954.78,False,,,616,Current,1,30
242,1458,7,16,20230902,20230904.0,6680.75,6547.83,Approved,,6.93,Fixed,60,129.44,4959.43,1588.4,False,,,670,Current,1,30
243,501,9,18,20231130,,289509.09,,Pending,,,Variable,0,,,,True,Property,607079.55,720,,0,0
244,4796,8,11,20220927,20221017.0,1150962.3,1038737.35,Approved,,4.82,Fixed,300,5963.92,929907.56,108829.79,True,Property,1375572.01,749,Current,0,0
245,1819,9,19,20221228,20230124.0,208557.54,186272.98,Approved,,4.91,Variable,0,,157827.84,28445.14,True,Property,508707.16,583,Current,0,0
246,1315,7,44,20220127,20220220.0,41159.23,39978.32,Approved,,8.13,Fixed,48,978.43,29653.89,10324.43,False,,,653,Current,0,0
247,794,8,16,20220714,20220726.0,588890.64,586144.41,Approved,,7.43,Fixed,240,4696.88,548142.68,38001.73,True,Property,861171.17,642,Current,0,0
248,2423,8,7,20221016,,867979.16,,Rejected,Insufficient Income,,Fixed,300,,,,True,Property,1061736.82,627,,0,0
249,442,7,30,20220823,,43811.06,,Pending,,,Fixed,36,,,,False,,,821,,0,0
250,4909,9,35,20230306,,257433.68,,Rejected,Employment History,,Variable,0,,,,True,Property,529696.15,712,,0,0
251,430,8,43,20220912,20220915.0,491036.77,474922.9,Approved,,4.71,Fixed,300,2696.7,345699.17,129223.73,True,Property,679330.15,579,Delinquent,0,0
252,1991,9,40,20221222,20230109.0,53751.2,48487.44,Approved,,4.8,Variable,0,,46073.11,2414.33,True,Property,97025.99,753,Current,0,0
253,1300,8,31,20230223,20230307.0,803492.86,692570.44,Approved,,4.06,Fixed,300,3678.63,509317.04,183253.4,True,Property,1044546.43,849,Current,0,0
254,4589,7,11,20221231,20230106.0,32525.15,31349.01,Approved,,5.76,Fixed,48,732.79,25830.57,5518.44,False,,,762,Current,0,0
255,1272,7,46,20230731,,30053.98,,Pending,,,Fixed,48,,,,False,,,558,,0,0
256,2552,7,29,20221002,20221003.0,24351.8,24308.19,Approved,,11.81,Fixed,36,805.18,20200.41,4107.78,False,,,641,Current,0,0
257,2477,9,9,20230530,20230622.0,77034.72,67688.4,Approved,,6.88,Variable,0,,66362.91,1325.49,True,Property,167704.15,781,Current,2,60
258,43,7,30,20220727,20220730.0,28317.33,26220.15,Approved,,10.82,Fixed,60,567.74,19578.8,6641.35,False,,,623,Current,0,0
259,391,7,34,20221107,20221201.0,48086.82,42259.75,Approved,,8.09,Fixed,36,1326.02,38986.34,3273.41,False,,,715,Current,0,0
260,1342,7,48,20230505,20230515.0,28605.04,25643.3,Approved,,4.51,Fixed,36,762.92,18721.33,6921.97,False,,,741,Current,0,0
261,3550,7,42,20230509,20230509.0,47605.53,41291.79,Approved,,9.08,Fixed,36,1314.61,39745.51,1546.28,False,,,605,Current,0,0
262,1358,8,14,20230924,20230925.0,665854.89,579865.95,Approved,,5.58,Fixed,240,4015.07,462887.68,116978.27,True,Property,831002.27,675,Current,0,0
263,4930,9,31,20230216,,101515.38,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,220139.11,420,,0,0
264,499,8,21,20220106,,495185.4,,Rejected,Insufficient Income,,Fixed,300,,,,True,Property,736135.79,598,,0,0
265,555,9,5,20230119,20230129.0,232199.18,225149.93,Approved,,5.79,Variable,0,,171004.85,54145.08,True,Property,356092.52,659,Current,0,0
266,968,7,43,20230904,,23772.32,,Rejected,High Debt-to-Income Ratio,,Fixed,24,,,,False,,,580,,0,0
267,394,7,50,20221009,,49191.34,,Rejected,High Debt-to-Income Ratio,,Fixed,48,,,,False,,,810,,0,0
268,3305,9,10,20230420,20230501.0,136273.22,129336.29,Approved,,4.19,Variable,0,,97391.5,31944.79,True,Property,266808.49,565,Current,0,0
269,2420,9,20,20221117,20221121.0,58226.07,50795.96,Approved,,5.02,Variable,0,,42113.51,8682.45,True,Property,124264.68,644,Current,0,0
270,4729,9,43,20230603,20230607.0,291402.88,265506.74,Approved,,5.04,Variable,0,,192112.95,73393.79,True,Property,448594.02,690,Current,0,0
271,1782,8,13,20220926,20221013.0,485324.81,447372.3,Approved,,7.01,Fixed,240,3471.16,430030.37,17341.93,True,Property,722489.93,795,Current,0,0
272,4870,9,34,20230805,,246153.52,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,567579.22,565,,0,0
273,80,9,50,20230805,20230902.0,115005.4,112124.74,Approved,,7.47,Variable,0,,87442.53,24682.21,True,Property,193176.97,773,Current,0,0
274,1957,8,24,20220701,,913072.25,,Rejected,Employment History,,Fixed,240,,,,True,Property,1217849.96,680,,0,0
275,4151,8,32,20230712,20230723.0,844876.68,798595.32,Approved,,6.35,Fixed,240,5883.8,708399.74,90195.58,True,Property,1178810.99,601,Current,0,0
276,2218,8,40,20230405,20230413.0,865791.84,841685.04,Approved,,4.58,Fixed,300,4716.66,591467.58,250217.46,True,Property,1257134.71,716,Current,0,0
277,4208,8,1,20230908,20230921.0,520661.75,514693.62,Approved,,4.68,Fixed,240,3306.43,500392.06,14301.56,True,Property,646351.7,695,Current,2,60
278,2524,7,20,20231216,20231223.0,16981.73,16641.37,Approved,,4.66,Fixed,36,496.22,13610.82,3030.55,False,,,631,Current,2,60
279,2650,9,12,20221104,20221105.0,103133.45,89236.68,Approved,,4.97,Variable,0,,69925.29,19311.39,True,Property,161005.09,685,Current,0,0
280,2529,7,26,20220811,,44186.62,,Rejected,High Debt-to-Income Ratio,,Fixed,36,,,,False,,,649,,0,0
281,3660,7,32,20220705,20220801.0,47953.19,45940.83,Approved,,5.27,Fixed,36,1382.46,34256.79,11684.04,False,,,689,Paid Off,0,0
282,498,8,38,20230424,,868749.82,,Rejected,Incomplete Application,,Fixed,300,,,,True,Property,1262727.82,732,,0,0
283,1283,7,10,20221031,20221117.0,17407.1,15117.34,Approved,,11.72,Fixed,24,709.65,12877.61,2239.73,False,,,806,Current,2,60
284,1932,9,32,20221022,20221120.0,214614.7,211380.85,Approved,,6.69,Variable,0,,148384.26,62996.59,True,Property,322458.52,580,Current,0,0
285,2508,8,18,20220131,,1167360.21,,Rejected,Low Credit Score,,Fixed,240,,,,True,Property,1437147.76,850,,0,0
286,4519,7,6,20230515,20230607.0,17049.48,15214.15,Approved,,10.46,Fixed,48,389.24,10742.92,4471.23,False,,,523,Paid Off,0,0
287,2353,9,39,20230901,20230923.0,169229.08,149213.17,Approved,,4.37,Variable,0,,105779.41,43433.76,True,Property,362332.68,667,Current,0,0
288,2066,9,13,20231130,20231221.0,297330.68,275081.93,Approved,,7.25,Variable,0,,200144.07,74937.86,True,Property,662778.01,727,Delinquent,0,0
289,4181,8,45,20220217,20220312.0,978164.92,955794.05,Approved,,6.79,Fixed,300,6627.85,859250.65,96543.4,True,Property,1416221.44,702,Current,0,0
290,4565,9,29,20231205,20231225.0,80326.01,69242.53,Approved,,5.33,Variable,0,,49172.29,20070.24,True,Property,186507.24,630,Current,0,0
291,2809,9,29,20220205,20220306.0,122668.0,105278.29,Approved,,5.04,Variable,0,,80180.41,25097.88,True,Property,199310.68,663,Current,0,0
292,551,8,2,20230424,20230502.0,970951.83,886904.07,Approved,,7.06,Fixed,300,6302.44,763237.63,123666.44,True,Property,1136061.81,640,Current,0,0
293,1174,9,28,20230210,20230311.0,239355.11,236684.03,Approved,,6.67,Variable,0,,185354.61,51329.42,True,Property,361210.49,632,Delinquent,0,0
294,851,8,19,20230517,20230518.0,596583.39,519481.2,Approved,,4.38,Fixed,300,2852.18,388683.8,130797.4,True,Property,828781.44,747,Current,0,0
295,746,9,9,20230414,20230416.0,268541.34,239001.96,Approved,,5.62,Variable,0,,194198.26,44803.7,True,Property,531226.21,708,Current,0,0
296,2312,9,16,20221215,,144499.4,,Rejected,Insufficient Income,,Variable,0,,,,True,Property,330550.99,624,,0,0
297,4828,8,13,20221218,20221222.0,468415.28,438621.79,Approved,,6.57,Fixed,240,3288.35,388520.56,50101.23,True,Property,526327.64,751,Current,0,0
298,4608,9,43,20220915,,276530.85,,Rejected,Employment History,,Variable,0,,,,True,Property,475835.26,704,,0,0
299,952,8,36,20230910,,1051518.77,,Rejected,Employment History,,Fixed,240,,,,True,Property,1450408.25,745,,0,0
300,1107,8,23,20220329,20220421.0,1185626.26,1180476.43,Approved,,6.76,Fixed,240,8982.94,962571.3,217905.13,True,Property,1710130.0,730,Current,0,0
301,2617,8,30,20221018,20221108.0,300066.22,283517.41,Approved,,5.83,Fixed,300,1797.36,201199.92,82317.49,True,Property,425432.58,613,Current,1,30
302,4300,9,7,20231005,20231007.0,228979.28,209020.99,Approved,,6.85,Variable,0,,197949.18,11071.81,True,Property,420045.14,635,Current,0,0
303,177,8,48,20230923,20231010.0,222239.45,193781.26,Approved,,6.39,Fixed,240,1432.26,163153.46,30627.8,True,Property,318788.52,739,Current,0,0
304,4697,9,12,20220104,20220104.0,95260.86,90972.91,Approved,,7.29,Variable,0,,72722.12,18250.79,True,Property,172894.04,728,Current,0,0
305,3967,7,9,20230830,20230928.0,29344.88,27829.03,Approved,,7.91,Fixed,24,1257.49,22131.7,5697.33,False,,,678,Current,0,0
306,1061,7,8,20220225,,5888.35,,Rejected,Insufficient Income,,Fixed,48,,,,False,,,689,,0,0
307,1117,9,20,20220412,20220423.0,161737.08,157415.68,Approved,,7.04,Variable,0,,137235.02,20180.66,True,Property,288985.58,782,Current,0,0
308,750,9,43,20221124,20221216.0,144031.58,139706.53,Approved,,4.75,Variable,0,,129913.81,9792.72,True,Property,249755.7,632,Current,0,0
309,2993,7,44,20230714,,29963.43,,Rejected,Incomplete Application,,Fixed,60,,,,False,,,723,,0,0
310,2223,8,24,20220130,20220202.0,1134656.5,1012787.04,Approved,,4.93,Fixed,300,5879.42,987362.2,25424.84,True,Property,1319096.66,663,Current,0,0
311,1275,8,38,20230512,20230531.0,898997.06,790471.99,Approved,,6.16,Fixed,240,5736.39,606228.91,184243.08,True,Property,1329526.26,662,Current,0,0
312,822,7,10,20230128,20230206.0,5134.49,4931.53,Approved,,9.99,Fixed,48,125.05,4352.33,579.2,False,,,767,Delinquent,0,0
313,4436,8,23,20220819,20220901.0,407695.67,399577.89,Approved,,4.31,Fixed,300,2178.11,382787.15,16790.74,True,Property,579952.57,746,Current,0,0
314,2590,9,17,20220721,20220801.0,260563.18,228183.15,Approved,,4.28,Variable,0,,168352.44,59830.71,True,Property,476165.96,745,Delinquent,0,0
315,4530,7,16,20230519,20230603.0,46991.43,42239.38,Approved,,6.56,Fixed,36,1295.75,40102.11,2137.27,False,,,784,Current,0,0
316,4355,7,36,20230110,20230203.0,20651.0,18624.2,Approved,,11.04,Fixed,24,868.38,15838.29,2785.91,False,,,681,Current,0,0
317,3289,8,9,20221122,20221214.0,869357.83,849720.71,Approved,,4.87,Fixed,300,4903.24,608917.64,240803.07,True,Property,1207077.37,734,Current,1,30
318,976,7,3,20230903,20230915.0,11318.6,10742.12,Approved,,5.58,Fixed,60,205.58,8727.09,2015.03,False,,,655,Current,1,30
319,2171,9,50,20230414,,61661.7,,Rejected,Employment History,,Variable,0,,,,True,Property,105476.88,705,,0,0
320,2015,8,48,20230804,20230819.0,1012140.74,948271.5,Approved,,5.94,Fixed,240,6760.93,677541.62,270729.88,True,Property,1230287.29,669,Current,0,0
321,1516,7,17,20230614,,45953.19,,Pending,,,Fixed,36,,,,False,,,687,,0,0
322,3790,9,4,20230521,20230526.0,107654.55,97269.31,Approved,,5.16,Variable,0,,95917.97,1351.34,True,Property,247964.97,727,Current,0,0
323,2445,7,37,20230216,20230223.0,22650.99,22120.91,Approved,,11.84,Fixed,36,733.04,18189.04,3931.87,False,,,614,Defaulted,0,0
324,656,7,9,20221012,20221030.0,7811.04,6671.44,Approved,,6.97,Fixed,60,132.01,5251.03,1420.41,False,,,847,Current,0,0
325,4247,7,15,20230219,20230319.0,14534.87,14220.01,Approved,,6.39,Fixed,48,336.51,12382.14,1837.87,False,,,599,Defaulted,0,0
326,1785,8,32,20220327,20220412.0,622440.43,532429.45,Approved,,6.61,Fixed,240,4004.21,525625.41,6804.04,True,Property,776105.85,582,Current,0,0
327,4143,9,28,20220117,20220126.0,260529.85,242016.06,Approved,,6.36,Variable,0,,183927.43,58088.63,True,Property,511840.33,772,Current,3,90
328,4827,9,31,20220707,20220719.0,116680.08,105847.31,Approved,,5.19,Variable,0,,96636.69,9210.62,True,Property,284438.61,743,Current,0,0
329,2874,8,2,20231214,20231219.0,988820.4,885640.67,Approved,,6.57,Fixed,300,6018.71,686705.1,198935.57,True,Property,1303555.17,729,Current,0,0
330,1792,8,40,20230211,,417069.01,,Rejected,Insufficient Income,,Fixed,300,,,,True,Property,474865.71,730,,0,0
331,1914,7,11,20220927,20221011.0,24726.93,21873.2,Approved,,7.58,Fixed,48,529.69,20800.8,1072.4,False,,,679,Current,1,30
332,2242,9,29,20230608,,221506.0,,Pending,,,Variable,0,,,,True,Property,381553.05,608,,0,0
333,2870,9,36,20230627,20230720.0,148847.71,141152.97,Approved,,5.72,Variable,0,,104422.79,36730.18,True,Property,312757.43,686,Current,0,0
334,2528,7,5,20230711,20230727.0,21460.41,19696.29,Approved,,6.72,Fixed,48,469.1,18058.61,1637.68,False,,,625,Current,0,0
335,1052,9,18,20220518,20220601.0,144420.44,128681.88,Approved,,4.11,Variable,0,,100446.76,28235.12,True,Property,312464.02,758,Delinquent,0,0
336,4858,9,16,20220216,20220301.0,269492.89,261234.94,Approved,,6.67,Variable,0,,247254.36,13980.58,True,Property,497902.38,668,Current,0,0
337,3206,9,7,20221105,20221119.0,84499.49,76131.27,Approved,,4.02,Variable,0,,66426.86,9704.41,True,Property,145802.76,613,Current,0,0
338,3836,7,16,20230820,20230824.0,20625.99,19125.04,Approved,,9.74,Fixed,36,614.78,18205.03,920.01,False,,,654,Paid Off,0,0
339,4970,9,14,20230425,20230521.0,244273.82,234824.98,Approved,,4.39,Variable,0,,175660.97,59164.01,True,Property,560477.55,713,Current,0,0
340,241,9,45,20220910,20220917.0,105273.18,100312.69,Approved,,4.05,Variable,0,,96176.97,4135.72,True,Property,190898.41,634,Delinquent,0,0
341,1870,9,46,20220404,20220417.0,213434.13,186891.79,Approved,,4.51,Variable,0,,147416.17,39475.62,True,Property,472165.67,614,Current,0,0
342,2757,8,45,20220201,20220211.0,933408.64,919958.16,Approved,,7.33,Fixed,240,7315.79,759678.15,160280.01,True,Property,1327031.51,699,Current,3,90
343,3553,7,48,20221203,20221215.0,18515.45,16074.17,Approved,,7.06,Fixed,60,318.74,13041.25,3032.92,False,,,699,Current,1,30
344,4367,9,19,20230812,20230819.0,197098.78,169701.83,Approved,,4.49,Variable,0,,165692.3,4009.53,True,Property,464818.08,639,Current,0,0
345,3512,8,25,20221223,,548429.96,,Rejected,Low Credit Score,,Fixed,300,,,,True,Property,657749.67,642,,0,0
346,2782,7,38,20220525,20220620.0,33440.98,28680.1,Approved,,9.89,Fixed,48,725.89,20610.3,8069.8,False,,,698,Current,0,0
347,2453,9,43,20221019,20221020.0,155844.33,140719.92,Approved,,5.04,Variable,0,,99189.54,41530.38,True,Property,243915.77,564,Paid Off,0,0
348,2867,7,34,20231208,20231221.0,12789.0,10949.97,Approved,,10.4,Fixed,24,507.31,8478.79,2471.18,False,,,567,Current,0,0
349,4925,8,28,20221112,20221210.0,804762.48,701166.82,Approved,,5.91,Fixed,240,4987.04,553985.4,147181.42,True,Property,1070639.18,622,Current,0,0
350,2497,8,22,20230827,20230827.0,943431.51,868124.84,Approved,,4.14,Fixed,240,5324.93,673374.52,194750.32,True,Property,1061798.1,662,Current,0,0
